age,education_level,gender,race,number_of_children,number_of_household_members,in_poverty_SPM,in_poverty_OPM,material_hardship,health_problem,in_poverty_SPM_y1,in_poverty_OPM_y1,material_hardship_y1,health_problem_y1,in_poverty_SPM_y2,in_poverty_OPM_y2,material_hardship_y2,health_problem_y2,SPM_household_resources,OPM_household_resources,SPM_household_resources_y1,OPM_household_resources_y1,SPM_household_resources_y2,OPM_household_resources_y2,SPM_income_to_needs,SPM_income_to_needs_y1,SPM_income_to_needs_y2,OPM_income_to_needs,OPM_income_to_needs_y1,OPM_income_to_needs_y2,faca,fach,facp
45,4. Bachelor's degree or more,0. Male,3. Asian Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,25663,35000,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,2396,2396,2396
49,1. Less than HS,1. Female,2. Black Non-Hispanic,0,1,0. No,1,1. Yes,1. Yes,,,,,,,,,20157,9204,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1418,1418,1418
41,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,7,9,0. No,0,0. No,0. No,,,,,,,,,138769,151110,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,8789,4394,39546
41,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,4,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,43534,47000,55620,61800,34645,42000,2. 100%-200%,2,3,2. 100%-200%,4. 300%+,4. 300%+,2432,608,2432
64,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,4,0. No,0,1. Yes,1. Yes,1,1,0. No,0,0,0,0. No,1,237493,278000,0,170,82824,138968,4. 300%+,1,3,4. 300%+,1. Less than 100%,4. 300%+,13717,3429,13716
53,2. HS graduate or GED,1. Female,5. Hispanic,2,3,0. No,0,1. Yes,0. No,1,0,1. Yes,0,0,0,1. Yes,0,40579,20000,21057,22337,37053,25794,2. 100%-200%,1,2,2. 100%-200%,2. 100%-200%,2. 100%-200%,5353,5353,16059
42,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,0. No,1,1,1. Yes,0,0,0,0. No,0,61493,66000,8118,3400,32803,44600,4. 300%+,1,3,4. 300%+,1. Less than 100%,4. 300%+,2598,1299,2598
25,4. Bachelor's degree or more,1. Female,5. Hispanic,0,1,1. Yes,0,0. No,0. No,,,,,,,,,11187,17741,,,,,1. Less than 100%,4,4,2. 100%-200%,4. 300%+,4. 300%+,11165,11165,11165
18,2. HS graduate or GED,0. Male,5. Hispanic,1,3,1. Yes,0,0. No,0. No,1,1,0. No,0,1,1,0. No,0,26825,27286,10851,11307,0,1475,1. Less than 100%,1,1,2. 100%-200%,1. Less than 100%,1. Less than 100%,3461,1730,5190
42,4. Bachelor's degree or more,1. Female,5. Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,1,0,0,0. No,0,88035,78893,102118,97796,119361,118490,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,0,0,0
23,2. HS graduate or GED,0. Male,1. White Non-Hispanic,0,3,1. Yes,1,0. No,0. No,1,1,1. Yes,0,1,1,1. Yes,1,6190,9220,17163,3155,19032,5760,1. Less than 100%,1,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,7643,2548,7644
44,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,,,,,,,,,72139,95986,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,11481,5740,22960
43,1. Less than HS,1. Female,2. Black Non-Hispanic,0,2,1. Yes,1,0. No,0. No,0,0,,0,0,0,0. No,0,20208,13000,168762,196570,29125,33600,1. Less than 100%,4,2,1. Less than 100%,4. 300%+,3. 200%-300%,7114,3557,7114
41,1. Less than HS,1. Female,2. Black Non-Hispanic,1,4,1. Yes,1,1. Yes,1. Yes,0,0,0. No,1,1,1,1. Yes,0,27246,9291,55540,50772,14073,9828,1. Less than 100%,2,1,1. Less than 100%,4. 300%+,1. Less than 100%,5910,1970,7880
51,3. Some college or associat's degree,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,1. Yes,0,73559,102563,40836,32436,122827,104000,4. 300%+,3,4,4. 300%+,2. 100%-200%,4. 300%+,16011,16011,16011
89,2. HS graduate or GED,0. Male,1. White Non-Hispanic,0,1,1. Yes,1,0. No,1. Yes,,,,,,,,,0,50,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,11523,11523,11523
77,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,2,0. No,0,0. No,1. Yes,0,0,0. No,1,0,0,,1,83623,104884,166119,198875,171829,227503,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,8367,4184,8368
39,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,0,0,1. Yes,0,56991,83984,,,48948,75000,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,2503,2503,2503
66,4. Bachelor's degree or more,0. Male,5. Hispanic,1,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,173730,220000,180856,201767,137764,183574,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1318,659,1977
27,4. Bachelor's degree or more,0. Male,5. Hispanic,0,2,1. Yes,1,0. No,0. No,0,0,0. No,1,0,0,0. No,0,5967,7000,116995,131642,55004,60000,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,8881,4440,8880
62,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,3,7,0. No,0,1. Yes,0. No,0,0,0. No,1,0,0,0. No,0,51784,51100,112373,114700,69761,76000,2. 100%-200%,3,3,2. 100%-200%,4. 300%+,4. 300%+,15630,3908,27356
54,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,37653,51000,69006,95000,56237,72130,2. 100%-200%,4,3,4. 300%+,4. 300%+,4. 300%+,8296,4148,8296
34,3. Some college or associat's degree,1. Female,5. Hispanic,0,1,0. No,0,1. Yes,0. No,0,0,1. Yes,0,1,0,1. Yes,1,18348,12000,35674,15620,14346,17679,2. 100%-200%,3,1,2. 100%-200%,2. 100%-200%,2. 100%-200%,4680,4680,4680
76,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,1,31726,46000,58785,86490,44182,56062,2. 100%-200%,4,3,4. 300%+,4. 300%+,4. 300%+,10559,5280,10560
29,1. Less than HS,1. Female,5. Hispanic,2,4,1. Yes,1,0. No,0. No,,,,,,,,,9020,6781,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,22863,11432,45728
35.44505086,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,5,0. No,0,0. No,0. No,,,,,,,,,142322,147075,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,15219,3044,15220
67,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,48643,58000,23400,26400,20380,23880,4. 300%+,2,2,4. 300%+,3. 200%-300%,3. 200%-300%,3421,3421,3421
66,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,4,0. No,0,0. No,0. No,,,,,,,,,372185,505562,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5769,1442,5768
38,2. HS graduate or GED,1. Female,5. Hispanic,3,5,0. No,0,0. No,0. No,,,,,,,,,172938,157192,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,6939,3470,17350
24,4. Bachelor's degree or more,0. Male,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,33039,35000,,,,,3. 200%-300%,4,4,3. 200%-300%,4. 300%+,4. 300%+,1475,1475,1475
38,2. HS graduate or GED,0. Male,1. White Non-Hispanic,1,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,28478,50000,113784,180000,246205,297759,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,19113,9556,28668
54,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,1. Yes,0,0,1. Yes,1,0,1,1. Yes,1,32446,18888,42430,25449,33229,16533,2. 100%-200%,3,2,2. 100%-200%,2. 100%-200%,1. Less than 100%,4463,2232,4464
70,4. Bachelor's degree or more,1. Female,5. Hispanic,0,1,0. No,0,1. Yes,1. Yes,0,1,1. Yes,1,0,0,1. Yes,1,39442,40351,18452,8580,40880,21200,3. 200%-300%,2,3,4. 300%+,1. Less than 100%,2. 100%-200%,4235,4235,4235
60,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,1. Yes,0,38879,50000,26160,38441,79244,112778,2. 100%-200%,2,4,4. 300%+,3. 200%-300%,4. 300%+,9435,4718,9436
40,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,1,3,0. No,0,0. No,0. No,,,,,1,0,1. Yes,0,34128,40000,,,26051,29120,2. 100%-200%,4,1,3. 200%-300%,4. 300%+,2. 100%-200%,1500,750,2250
40,2. HS graduate or GED,1. Female,5. Hispanic,1,3,0. No,0,0. No,1. Yes,0,1,1. Yes,1,1,1,0. No,1,29809,26752,33186,18000,21173,8400,2. 100%-200%,2,1,2. 100%-200%,1. Less than 100%,1. Less than 100%,0,0,0
60,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,2,3,0. No,0,1. Yes,1. Yes,,,,,,,,,55735,35000,,,,,3. 200%-300%,4,4,2. 100%-200%,4. 300%+,4. 300%+,5488,5488,16464
49,4. Bachelor's degree or more,0. Male,4. Other / MultiRacial,1,3,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,0. No,0,126005,215000,100979,140000,120809,175812,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,2631,1316,3948
54,2. HS graduate or GED,1. Female,3. Asian Non-Hispanic,0,1,1. Yes,1,1. Yes,1. Yes,,,,,,,,,14370,6000,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,2097,2097,2097
82,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,,0,0,0,0. No,0,122438,123438,47916,36000,26764,28264,4. 300%+,4,2,4. 300%+,4. 300%+,3. 200%-300%,3157,3157,3157
65,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,74953,90000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,4957,2478,4956
84,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,25200,30000,16799,18491,40864,43164,2. 100%-200%,2,3,3. 200%-300%,2. 100%-200%,4. 300%+,4606,4606,4606
43,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,1,3,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,217047,321727,324702,465457,290868,388390,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3496,1748,5244
32,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,1,3,1. Yes,1,1. Yes,0. No,1,0,0. No,0,,,,,10384,1500,20102,23006,,,1. Less than 100%,1,4,1. Less than 100%,2. 100%-200%,4. 300%+,3859,1930,5790
52,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,1,3,0. No,0,0. No,0. No,,,,,,,,,127254,212000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,2212,1106,3318
63,4. Bachelor's degree or more,1. Female,5. Hispanic,0,2,0. No,0,0. No,1. Yes,,,,,,,,,25418,25200,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,7072,3536,7072
29,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,1. Yes,1,0,0,0. No,0,139187,169780,65881,67081,111725,114062,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,2909,1454,2908
75,1. Less than HS,1. Female,5. Hispanic,0,1,0. No,0,0. No,1. Yes,,,,,,,,,15318,11375,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,7021,7021,7021
37,1. Less than HS,1. Female,5. Hispanic,2,4,0. No,1,0. No,0. No,0,0,1. Yes,0,1,1,0. No,0,38752,14144,59904,31255,9868,4080,2. 100%-200%,2,1,1. Less than 100%,2. 100%-200%,1. Less than 100%,5502,2751,11004
56,3. Some college or associat's degree,0. Male,5. Hispanic,0,2,1. Yes,1,0. No,1. Yes,0,1,1. Yes,1,0,1,1. Yes,1,18551,12720,28956,10560,26144,12000,1. Less than 100%,2,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,5442,2721,5442
44,1. Less than HS,0. Male,2. Black Non-Hispanic,0,1,1. Yes,1,1. Yes,0. No,,,,,,,,,10953,0,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1815,1815,1815
22,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,2,4,0. No,1,0. No,1. Yes,0,1,1. Yes,0,0,1,1. Yes,0,39140,10000,51304,17381,35988,12128,2. 100%-200%,2,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,3344,1672,6688
56,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,3,5,0. No,0,0. No,0. No,,,,,,,,,62890,100000,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,11353,5676,28380
32,3. Some college or associat's degree,1. Female,3. Asian Non-Hispanic,3,5,0. No,0,0. No,0. No,0,0,0. No,0,0,1,0. No,0,94867,104000,60529,54527,43196,27600,3. 200%-300%,2,2,4. 300%+,2. 100%-200%,1. Less than 100%,24031,12016,60080
30,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,2,3,0. No,0,1. Yes,0. No,,,,,,,,,77722,85200,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,2033,2033,6099
75,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,1. Yes,1. Yes,1,1,0. No,1,1,1,0. No,1,19471,20000,0,601,1531,2731,2. 100%-200%,1,1,2. 100%-200%,1. Less than 100%,1. Less than 100%,4158,2079,4158
25,2. HS graduate or GED,0. Male,5. Hispanic,0,1,1. Yes,1,1. Yes,0. No,0,1,1. Yes,0,0,1,1. Yes,0,8913,360,21438,1482,19438,0,1. Less than 100%,2,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,1809,1809,1809
51,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,3,0. No,0,0. No,0. No,,,,,,,,,226957,285729,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,24482,8161,24483
45,4. Bachelor's degree or more,0. Male,5. Hispanic,1,7,0. No,0,1. Yes,0. No,,,,,,,,,162009,190000,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,20492,3415,23905
42,1. Less than HS,1. Female,5. Hispanic,1,2,0. No,1,1. Yes,1. Yes,,,,,,,,,23501,11044,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,4846,4846,9692
37,4. Bachelor's degree or more,0. Male,5. Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,64807,84000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3139,1570,3140
38,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,1,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,99533,110000,77539,81000,61056,56704,4. 300%+,3,3,4. 300%+,4. 300%+,3. 200%-300%,1801,900,2700
83,1. Less than HS,1. Female,5. Hispanic,2,4,0. No,1,0. No,1. Yes,,,,,,,,,39720,16400,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,10802,5401,21604
18,4. Bachelor's degree or more,1. Female,5. Hispanic,0,1,0. No,1,0. No,0. No,,,,,,,,,15035,8455,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,3730,3730,3730
64,1. Less than HS,1. Female,2. Black Non-Hispanic,2,4,1. Yes,1,0. No,0. No,0,0,0. No,0,0,0,1. Yes,0,26419,21500,41363,34000,39069,33473,1. Less than 100%,2,2,1. Less than 100%,2. 100%-200%,2. 100%-200%,5621,2810,11240
35,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,108874,164389,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1549,774,1548
87,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,1. Yes,,,,,,,,,99162,100000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,6493,6493,6493
22,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,1,5,0. No,0,1. Yes,0. No,1,0,1. Yes,0,,,,,74587,75078,38195,37484,,,2. 100%-200%,1,4,3. 200%-300%,3. 200%-300%,4. 300%+,9060,2265,11325
42,2. HS graduate or GED,0. Male,5. Hispanic,3,6,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,97537,117400,117500,150300,192451,228000,3. 200%-300%,3,4,4. 300%+,4. 300%+,4. 300%+,15677,5226,31356
36,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,3,0. No,0,0. No,0. No,,,,,,,,,103990,155523,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,19031,6344,19032
49,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,3,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,81253,91400,36893,45293,86444,101000,3. 200%-300%,2,4,4. 300%+,3. 200%-300%,4. 300%+,7080,2360,7080
54,1. Less than HS,1. Female,5. Hispanic,0,2,0. No,0,1. Yes,0. No,,,,,,,,,21010,18000,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,13446,6723,13446
69,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,423891,600000,37200,38400,53000,80000,4. 300%+,2,4,4. 300%+,3. 200%-300%,4. 300%+,9205,4602,9204
33,1. Less than HS,1. Female,2. Black Non-Hispanic,3,4,1. Yes,1,1. Yes,1. Yes,,,,,0,1,1. Yes,1,28264,3484,,,42904,10232,1. Less than 100%,4,2,1. Less than 100%,4. 300%+,1. Less than 100%,24000,24000,96000
49,4. Bachelor's degree or more,0. Male,2. Black Non-Hispanic,0,1,1. Yes,1,1. Yes,1. Yes,,,,,0,0,0. No,0,5198,10310,,,89554,84241,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,935,935,935
42,1. Less than HS,1. Female,2. Black Non-Hispanic,1,2,1. Yes,0,1. Yes,0. No,0,0,1. Yes,0,0,0,,0,19777,18000,25363,16000,70349,60237,1. Less than 100%,2,3,2. 100%-200%,2. 100%-200%,4. 300%+,912,912,1824
53,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,1. Yes,1. Yes,0,0,1. Yes,0,,,,,265340,316050,67132,83000,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3370,1685,3370
76,2. HS graduate or GED,0. Male,1. White Non-Hispanic,0,1,1. Yes,0,0. No,0. No,1,0,0. No,0,0,0,0. No,1,9078,15078,10000,18000,18000,28000,1. Less than 100%,1,2,2. 100%-200%,2. 100%-200%,3. 200%-300%,16253,16253,16253
35,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,61430,101837,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,17030,8515,17030
51,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,1,4,0. No,0,1. Yes,0. No,0,0,1. Yes,0,1,0,1. Yes,0,122681,160000,111286,150000,32690,75000,4. 300%+,4,1,4. 300%+,4. 300%+,4. 300%+,0,0,0
63,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,1,3,0. No,0,0. No,0. No,0,0,1. Yes,0,1,0,0. No,0,37711,32166,45974,48491,20973,19200,2. 100%-200%,2,1,2. 100%-200%,4. 300%+,2. 100%-200%,2269,1134,3402
34,3. Some college or associat's degree,1. Female,5. Hispanic,1,4,0. No,0,0. No,0. No,,,,,,,,,49554,59000,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,3977,1326,5304
48,1. Less than HS,0. Male,3. Asian Non-Hispanic,0,1,1. Yes,1,1. Yes,1. Yes,1,1,1. Yes,1,0,0,1. Yes,1,4305,7920,4722,0,22570,14694,1. Less than 100%,1,2,1. Less than 100%,1. Less than 100%,2. 100%-200%,30359,30359,30359
65,4. Bachelor's degree or more,0. Male,2. Black Non-Hispanic,0,2,1. Yes,0,1. Yes,1. Yes,,,,,,,,,19584,19004,,,,,1. Less than 100%,4,4,2. 100%-200%,4. 300%+,4. 300%+,3537,1768,3536
19,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,1,3,0. No,0,0. No,0. No,1,0,0. No,0,0,0,0. No,0,78786,83188,15229,34636,75341,114978,3. 200%-300%,1,4,4. 300%+,3. 200%-300%,4. 300%+,8573,4286,12858
46,3. Some college or associat's degree,1. Female,5. Hispanic,1,3,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,65409,60000,39144,34119,74244,94748,3. 200%-300%,2,3,4. 300%+,2. 100%-200%,4. 300%+,7019,3510,10530
71,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,117488,149608,61371,75371,97411,105811,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,9850,9850,9850
40,3. Some college or associat's degree,0. Male,4. Other / MultiRacial,1,3,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,0. No,0,84744,140000,240507,300000,101653,160091,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,1553,776,2328
62,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,33073,37872,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,4596,4596,4596
80,2. HS graduate or GED,1. Female,1. White Non-Hispanic,0,2,0. No,0,1. Yes,0. No,,,,,,,,,28671,33897,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,13466,6733,13466
33,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,,,,,,,,,137662,161600,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5564,2782,11128
20,3. Some college or associat's degree,1. Female,4. Other / MultiRacial,2,4,1. Yes,1,0. No,0. No,1,1,0. No,0,1,1,0. No,0,21867,18500,12970,15673,15797,16657,1. Less than 100%,1,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,2085,1042,4168
19,2. HS graduate or GED,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,47256,80000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,4223,4223,4223
58,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,62662,95589,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,5875,2938,5876
23,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,1. Yes,1,0. No,0. No,,,,,,,,,288,0,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,5584,5584,5584
35,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,3,5,0. No,0,0. No,0. No,,,,,,,,,114975,168256,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,2355,1178,5890
50,2. HS graduate or GED,1. Female,5. Hispanic,0,1,1. Yes,0,1. Yes,1. Yes,0,0,0. No,1,1,0,0. No,1,5075,12000,77726,66700,9042,12762,1. Less than 100%,4,1,2. 100%-200%,4. 300%+,2. 100%-200%,6102,6102,6102
34,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,72010,96478,85758,78752,147232,185631,3. 200%-300%,3,4,4. 300%+,4. 300%+,4. 300%+,0,0,0
31,4. Bachelor's degree or more,1. Female,4. Other / MultiRacial,2,4,0. No,0,0. No,0. No,,,,,,,,,135395,213007,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5686,2843,11372
44,2. HS graduate or GED,1. Female,5. Hispanic,2,4,1. Yes,1,0. No,0. No,1,1,1. Yes,1,0,0,0. No,1,25761,23000,25531,19000,44722,50163,1. Less than 100%,1,2,1. Less than 100%,1. Less than 100%,3. 200%-300%,1364,682,2728
45,1. Less than HS,1. Female,5. Hispanic,2,4,0. No,0,0. No,0. No,,,,,,,,,41635,34000,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,4154,2077,8308
54,4. Bachelor's degree or more,1. Female,5. Hispanic,1,4,0. No,1,0. No,1. Yes,1,1,0. No,1,0,0,0. No,1,38291,15400,28736,8400,62537,57006,2. 100%-200%,1,2,1. Less than 100%,1. Less than 100%,3. 200%-300%,3249,1083,4332
33,1. Less than HS,1. Female,5. Hispanic,0,1,1. Yes,1,1. Yes,0. No,,,,,,,,,4142,0,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,13719,13719,13719
65,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,1. Yes,1. Yes,,,,,,,,,35057,44600,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,6508,6508,6508
38,2. HS graduate or GED,1. Female,5. Hispanic,2,3,0. No,1,1. Yes,0. No,1,1,1. Yes,0,0,1,,0,26059,14867,0,16360,39515,10882,2. 100%-200%,1,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,6744,6744,20232
58,1. Less than HS,0. Male,3. Asian Non-Hispanic,2,5,0. No,0,1. Yes,0. No,,,,,,,,,197061,212835,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,37212,12404,62020
22,2. HS graduate or GED,0. Male,5. Hispanic,1,4,1. Yes,1,1. Yes,0. No,,,,,,,,,0,1235,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,5224,1741,6964
27,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,86463,95000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,14533,7266,14532
40,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,4,6,1. Yes,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,38890,52164,266536,380827,34510,77821,1. Less than 100%,4,3,2. 100%-200%,4. 300%+,4. 300%+,5100,2550,15300
44,2. HS graduate or GED,1. Female,5. Hispanic,2,5,0. No,0,1. Yes,0. No,1,1,0. No,0,0,0,1. Yes,0,59921,56655,32042,11862,39617,27456,2. 100%-200%,1,2,3. 200%-300%,1. Less than 100%,2. 100%-200%,0,0,0
24,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,1,1. Yes,1,1. Yes,0. No,,,,,,,,,4786,4569,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1122,1122,1122
