subject_id,q5a1,q5a2,q5a3_1,q5a3_2,q5a3_3,q5a3_4,q5a3_5,q5a3_6,q5a3_7,q5a3_8,q5a4_1,q5a4_2,q5a4_3,q5a4_4,q5a4_5,q5a4_6,q5a4_7,q5a4_8,q5a4_9,q5a4_10,q5a4_11,q5a5,q5a6,q5a7,q5a7x,q5a8,q5a9,q5a10,q5a11,q5a12,q5a14,q5b1,q5b2,q5b2x,q5b3,q5b3x,q5b4,q5b5,q5b5x,q5b6,q5b6x,q5c1,q5c1a,q5c1x,q5c2,q5c2a,q5c2x,q5c3,q5c3a,q5c3x,q5c4,q5c4a,q5c4x,q5c5,q5c5a,q5c5x,q5c6,q5c6a,q5c6x,q5c7,q5c7a,q5c7x,q5c8,q5c8a,q5c8x,q5c9,q5c9a,q5c9x,q5c10,q5c10a,q5c10x,q5c11,q5c11a,q5c11x,q5c12,q5c12a,q5c12x,q5c13,q5c13a,q5c13x,q5c14,q5c14a,q5c14x,q5c15,q5c15a,q5c15x,q5c16,q5c16a,q5c16x,q5c17,q5c17a,q5c17x,q5c18,q5c18a,q5c18x,q5c19,q5c19a,q5c19x,q5c20,q5c20a,q5c20x,q5c21,q5c21a,q5c21x,q5c22,q5c22a,q5c22x,q5c23,q5c23a,q5c23x,q5c24,q5c24a,q5c24x,q5c25_1,q5c25_1a,q5c25_1x,q5c25_2,q5c25_2a,q5c25_2x,q5c25_3,q5c25_3a,q5c25_3x,q5c25_4,q5c25_4a,q5c25_4x,q5c25_5,q5c25_5a,q5c25_5x
2072,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,98,,,,,,,1,,80,98,2,,4,,,98,2,,1,,40,98,1,,98,2,,2,,90,2,,139,4,,,4,,,4,,,2,,120,4,,,,,,,,,4,,,4,,,2,,40,3,,2000,4,,,2,,70,2,,60,4,,,3,NO RESPONSE,1000,,,,,,,,,,,,
2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,3,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,98,,,,,,,98,4,,98,2,,4,,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,,,,,,,98,98,,4,,,4,,,98,98,,4,,,98,8,,98,98,,98,98,,,,,,,,,,,,,,,,
2076,1,0,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,,0,,,2,0,0,0,3,3,,2,,1,1000,,,,,,2,,250,2,,100,4,,,2,,150,2,,30,4,,,2,,300,2,,70,2,,147,4,,,3,,125,4,,,4,,,4,,,,,,,,,3,,10000,4,,,3,,200,3,,4800,4,,,4,,,4,,,2,,240,3,VETERINARIAN,150,,,,,,,,,,,,
2077,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,3,0,0,0,2,3,,1,,,,3,1,500,,,2,,500,2,,300,4,,,2,,400,2,,100,2,,100,2,,200,2,,50,2,,80,4,,,4,,,4,,,2,,100,4,,,4,,,2,,700,4,,,4,,,2,,100,2,,500,4,,,2,,120,2,,80,4,,,,,,,,,,,,,,,,,
2078,3,0,0,0,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,,1,1,cut off medicaid ,2,0,1,1,1,4,,,,,,,,,,,2,,400,2,,100,4,,,4,,,2,,40,2,,50,2,,184,2,,172,4,,,4,,,4,,,4,,,2,,20,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,98,98,,98,99,,4,,,2,PET,20,,,,,,,,,,,,
2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,1,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,1,0,0,0,,1,1,mi hijo  con problemas mentale trato de matarme.,2,0,0,1,2,4,,,,,,,,,,,2,,500,4,,,4,,,3,,200,4,,,98,1,,1,,95,1,,100,2,,130,4,,,4,,,4,,,2,,50,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,1,,13,4,,,1,,20,2,NO RESPONSE,20,,,,,,,,,,,,
2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,Daughter hit by car,3,0,0,0,3,2,,,,,,,,,1,2000,2,,400,2,,40,4,,,3,,800,4,,,2,,30,2,,100,2,,100,2,,140,4,,,4,,,4,,,2,,20,4,,,,,,,,,4,,,4,,,2,,20,4,,,4,,,4,,,4,,,1,,35,2,CHURCH,300,,,,,,,,,,,,
2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,3,0,0,0,1,1,0,0,,,1,0,1,1,1,0,1,0,0,0,0,,1,1,I had a problem with my boss and had to get my union involved,2,0,0,1,2,4,,,,,,,,,1,736,97,1,,97,1,,4,,,4,,,97,1,,97,2,,97,2,,97,1,,4,,,4,,,97,2,,97,1,,97,8,,4,,,,,,,,,4,,,4,,,97,4,,97,6,,4,,,97,4,,97,2,,4,,,2,LOTTERY TICKETS,20,3,PARTY GIFTS,100,2,PLAYS,100,1,MUSEUMS,20,,,
2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,2,,3,,,,1,,,1,1200,2,,300,2,,150,4,,,2,,600,2,,140,2,,200,4,,,2,,110,4,,,4,,,2,,70,4,,,2,,100,4,,,4,,,4,,,4,,,4,,,2,,40,3,,2000,4,,,1,,120,4,,,4,,,,,,,,,,,,,,,,,
2089,1,0,0,0,0,0,0,0,,,1,1,0,0,1,0,1,0,0,0,1,,0,,,2,0,0,1,1,5,,,,,,,,,,,1,,20,1,,60,1,,25,2,,100,1,,30,2,,25,2,,30,2,,55,2,,80,4,,,4,,,4,,,1,,30,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,2,,240,4,,,4,,,,,,,,,,,,,,,,,
2090,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,,,3,0,0,0,3,2,,,,,,,,,,,1,,25,2,,75,4,,,3,,1200,2,,40,3,,200,2,,74,2,,350,2,,68,4,,,4,,,4,,,2,,50,4,,,4,,,4,,,3,,14000,4,,,3,,500,4,,,4,,,2,,500,4,,,2,,250,,,,,,,,,,,,,,,
2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,3,0,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,3,5,1,,,1,2000,,,,,,97,3,,97,2,,4,,,97,6,,97,7,,97,4,,97,3,,97,3,,97,3,,97,3,,97,4,,97,5,,97,3,,97,9,,,,,,,,97,5,,4,,,97,3,,97,6,,4,,,97,1,,97,2,,97,3,,,,,,,,,,,,,,,,
2093,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,,,,,,,,,,,98,98,,4,,,2,,100,4,,,98,98,,98,98,,2,,350,2,,60,2,,200,4,,,4,,,4,,,98,98,,4,,,,,,,,,4,,,4,,,4,,,98,98,,2,,100,98,98,,4,,,2,,200,,,,,,,,,,,,,,,
2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,son who doesnt live with him is having financial difficulties,3,0,0,0,3,5,1,,,1,1900,,,,,,2,,200,2,,20,4,,,2,,15,3,,60,3,,350,2,,300,2,,150,2,,30,3,,400,4,,,4,,,3,,300,4,,,,,,,,,4,,,4,,,4,,,3,,3000,4,,,2,,50,3,,800,4,,,2,TV BILL,150,,,,,,,,,,,,
2097,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,2,1,,,1,1100,,,,,,2,,2501,2,,100,2,,50,2,,200,2,,30,2,,40,2,,500,2,,50,2,,120,2,,150,2,,60,4,,,2,,40,4,,,,,,,,,4,,,4,,,2,,125,3,,2500,4,,,4,,,2,,40,2,,500,,,,,,,,,,,,,,,
2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3MONTHS PREGNANT WITH MY 4TH CHILD,2,0,0,0,2,2,1,,,1,2000,,,,,,2,,120,1,,300,4,,,3,,1000,1,,20,2,,160,98,3,,2,,200,4,,,4,,,4,,,3,,600,2,,60,2,,160,1,,20,1,,250,4,,,4,,,2,,40,3,,2500,4,,,2,,90,1,,100,2,,230,2,GIFTS FOR 3 KIDS,20,,,,,,,,,,,,
2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,3,0,0,0,1,1,0,0,,,1,1,0,0,1,0,0,0,0,0,1,,1,1,I have a premature granddaughter came 2 months early. son lives in new jersey had to go back and forth we were afraid but she is coming along,3,0,0,0,3,4,1,,,1,1500,,,,,,1,,150,1,,50,2,,20,3,,1000,3,,120,3,,1000,2,,500,2,,105,2,,105,3,,2000,3,,300,4,,,2,,100,4,,,,,,,,,4,,,4,,,3,,300,4,,,4,,,3,,300,3,,100,1,,100,2,GRANDDAUGHTER'S LIFE INSURANCE,48,2,SON'S EXPENSES,500,,,,,,,,,
2102,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,2,3,,,,,,,,,1,1325,1,,50,1,,50,4,,,98,4,,2,,40,2,,50,4,,,2,,95,2,,128,4,,,98,3,,4,,,2,,14,4,,,4,,,2,,60,4,,,4,,,2,,30,98,4,,4,,,2,,120,4,,,4,,,,,,,,,,,,,,,,,
2103,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,,,1,0,0,0,2,2,,,,,,,,,1,1500,97,5,,97,2,,97,1,,97,5,,97,4,,97,4,,2,,93,2,,125,2,,122,4,,,3,,600,4,,,2,,300,4,,,4,,,2,,600,4,,,2,,1300,1,,18,3,,4000,4,,,1,,20,2,,50,2,,160,,,,,,,,,,,,,,,
2104,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,2500,,,,,,2,,200,2,,50,4,,,2,,100,4,,,2,,200,2,,100,2,,300,4,,,2,,50,4,,,4,,,2,,50,4,,,,,,,,,3,,14000,4,,,2,,10,3,,4000,4,,,3,,150,4,,,3,,2400,,,,,,,,,,,,,,,
2105,3,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,,,2,0,0,0,1,3,,,,,,,,,,,98,4,,98,2,,98,3,,2,,100,4,,,2,,60,98,3,,2,,300,2,,200,4,,,98,3,,98,1,,98,3,,98,9,,,,,,,,3,,2000,4,,,2,,50,2,,30,4,,,2,,40,4,,,4,,,,,,,,,,,,,,,,,
2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,3,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,1,,0,,,3,0,0,0,3,2,,,,,,,,,,,1,,50,1,,200,1,,20,2,,200,2,,40,2,,60,98,98,,2,,100,98,98,,4,,,3,,250,3,,100,2,,20,4,,,,,,,,,4,,,4,,,2,,100,3,,3000,4,,,2,,112,1,,20,4,,,3,GIFTS,500,2,CREDIT CARD INTEREST PAYMENTS,50,,,,,,,,,
2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,3,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,,1,1,School work,3,0,0,0,3,3,,,,,,,,,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,,,,,,,,,,,,,,,
2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,,1,0,0,0,1,3,,1,,,,2,,,,,97,3,,97,1,,4,,,97,5,,97,4,,97,2,,97,4,,97,3,,97,2,,97,4,,97,5,,4,,,97,3,,4,,,4,,,4,,,4,,,97,5,,97,1,,4,,,4,,,4,,,97,2,,4,,,,,,1,NO RESPONSE,30,,,,,,,,,
2115,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,1,0,2,1,1,,,1,1200,,,,,,2,,450,2,,200,4,,,4,,,1,,20,2,,40,2,,150,2,,150,2,,125,4,,,4,,,4,,,2,,59,4,,,2,,100,2,,50,4,,,4,,,2,,100,3,,2000,4,,,4,,,4,,,2,,100,,,,,,,,,,,,,,,
2116,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,4,,,,,,,,,,,2,,600,2,,300,4,,,2,,200,4,,,2,,150,2,,500,2,,70,2,,80,3,,2000,3,,300,4,,,2,,50,4,,,,,,,,,4,,,4,,,2,,50,4,,,4,,,4,,,4,,,2,,500,,,,,,,,,,,,,,,
2117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,1,,,,,,,,,1,3500,1,,300,1,,300,1,,60,1,,100,1,,40,1,,40,4,,,2,,160,2,,120,4,,,3,,200,2,,20,2,,45,4,,,4,,,4,,,3,,54000,4,,,3,,100,3,,3000,4,,,2,,120,2,,50,4,,,,,,,,,,,,,,,,,
2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,3,1,,,98,,,,,,,98,98,,98,9,,98,7,,98,98,,98,98,,98,98,,2,,130,2,,75,4,,,4,,,4,,,4,,,98,98,,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,2,,10,4,,,2,,20,,,,,,,,,,,,,,,
2120,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,1,3500,,,,,,1,,100,1,,50,4,,,3,,200,4,,,98,1,,2,,250,2,,30,2,,60,2,,50,4,,,4,,,98,1,,4,,,,,,,,,4,,,4,,,3,,500,3,,1000,98,1,,2,,100,4,,,4,,,,,,,,,,,,,,,,,
2121,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,1,1,1,3,,,,,,,,,,,97,2,,97,2,,97,1,,97,4,,97,2,,97,1,,4,,,97,2,,4,,,4,,,97,2,,4,,,97,2,,4,,,,,,,,,4,,,4,,,97,3,,97,9,,97,2,,97,3,,4,,,4,,,,,,,,,,,,,,,,,
2122,3,98,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,,,2,,500,2,,50,4,,,4,,,2,,20,3,,200,2,,175,2,,120,2,,200,4,,,4,,,4,,,3,,150,4,,,,,,,,,4,,,4,,,2,,10,4,,,4,,,2,,112,4,,,4,,,,,,,,,,,,,,,,,
2123,3,0,0,0,0,0,0,1,,,0,0,0,0,1,0,0,0,0,1,0,0,0,,,2,0,0,1,2,2,,,,,,,,,,,2,,200,2,,40,2,,50,4,,,1,,10,2,,20,2,,200,2,,150,2,,176,4,,,2,,50,4,,,2,,40,4,,,,,,,,,4,,,2,,510,4,,,3,,800,4,,,1,,40,1,,40,2,,40,1,LOTTERY,10,1,TOLL,13,,,,,,,,,
2124,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,2,,,,,,,,,,,1,,60,1,,100,1,,25,2,,150,2,,15,2,,25,2,,100,2,,89,2,,91,4,,,3,,100,3,,75,2,,15,4,,,,,,,,,3,,45000,4,,,2,,70,3,,1000,4,,,2,,70,2,,25,4,,,2,PET SUPPLIES,50,,,,,,,,,,,,
2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,1,,,1,1500,,,,,,2,,100,2,,200,2,,50,2,,100,4,,,2,,50,2,,225,2,,50,2,,125,2,,55,2,,20,4,,,2,,15,4,,,,,,,,,98,98,,2,,500,2,,50,3,,4000,4,,,4,,,4,,,2,,75,2,LOTTERY TICKETS,30,,,,,,,,,,,,
2133,3,0,0,0,0,1,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0,,,2,0,1,0,2,3,,,,,,,,,,,98,7,,98,2,,4,,,98,7,,4,,,98,5,,98,5,,4,,,98,3,,98,4,,98,3,,98,4,,98,2,,98,9,,,,,,,,98,6,,4,,,4,,,98,9,,4,,,98,3,,4,,,4,,,,,,,,,,,,,,,,,
2134,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,3,,1,,,,2,,,,,98,3,,98,1,,4,,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,97,97,,,,,,,,,,,,,,,,
2135,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,1,1,,,1,3200,,,,,,2,,1000,2,,150,2,,200,2,,200,2,,50,2,,500,2,,64,2,,150,2,,150,4,,,4,,,4,,,2,,20,4,,,,,,,,,4,,,4,,,2,,300,3,,3000,4,,,3,,200,4,,,4,,,3,BICYCLE,100,,,,,,,,,,,,
2136,3,0,0,0,0,0,0,0,,,1,1,0,1,1,0,1,0,0,0,0,,0,,,1,0,1,1,1,4,,,,,,,,,1,1000,1,,450,1,,200,4,,,2,,1000,1,,40,2,,200,4,,,2,,80,2,,80,2,,30,3,,10000,4,,,2,,300,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,1,,60,2,,60,4,,,1,LOTTO,20,2,CHURCH,30,,,,,,,,,
2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,3,,,,,,,,,1,1000,1,,100,1,,20,4,,,2,,50,1,,30,1,,10,2,,125,98,3,,2,,100,2,,25,3,,75,4,,,98,1,,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,2,,224,4,,,4,,,,,,,,,,,,,,,,,
2139,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,1,3,3,,,,,,,,,,,4,,,98,4,,4,,,4,,,4,,,98,2,,2,,50,2,,200,2,,300,4,,,98,4,,4,,,2,,50,4,,,,,,,,,4,,,4,,,2,,200,2,,400,4,,,2,,200,4,,,2,,400,,,,,,,,,,,,,,,
2140,3,0,1,0,1,0,1,0,,,1,0,1,0,0,0,1,1,0,0,0,,1,1,Illness,2,0,0,0,2,4,,1,,,,3,1,975,,,1,,200,1,,10,4,,,2,,40,2,,40,2,,20,2,,20,4,,,2,,134,2,,105,2,,126,2,,105,2,,10,4,,,,,,,,,2,,100,4,,,2,,50,3,,1000,4,,,2,,40,2,,20,4,,,,,,,,,,,,,,,,,
2141,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,1,0,2,3,,,,,,,,,,,98,2,,4,,,98,7,,98,2,,98,1,,98,1,,4,,,2,,70,2,,60,4,,,97,1,,4,,,97,1,,4,,,4,,,1,,70,4,,,4,,,98,8,,4,,,4,,,1,,30,4,,,4,,,,,,,,,,,,,,,,,
2142,3,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,1800,,,,,,1,,15,4,,,4,,,4,,,2,,80,2,,20,2,,110,2,,112,2,,69,4,,,4,,,4,,,2,,40,4,,,,,,,,,4,,,4,,,4,,,4,,,2,,20,4,,,4,,,2,,70,,,,,,,,,,,,,,,
2143,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,2,4,,,,,,,,,,,1,,25,1,,30,4,,,2,,150,1,,20,1,,15,4,,,1,,50,4,,,4,,,4,,,4,,,1,,20,2,,40,4,,,4,,,4,,,4,,,4,,,4,,,4,,,1,,20,4,,,4,,,,,,,,,,,,,,,,,
2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,3,,,,,,,,,,,98,98,,2,,20,4,,,98,98,,1,,20,98,98,,2,,60,2,,55,4,,,4,,,98,98,,4,,,1,,20,4,,,,,,,,,4,,,4,,,4,,,3,,600,4,,,1,,20,4,,,4,,,,,,,,,,,,,,,,,
2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
